restaurantName,address,city,postalCode,country,priceRange,cuisineType,description,facilitiesServices,creditCards,phoneNumber,website,postalCode_clean,latitude,longitude,region
Violetta,via Valle San Giovanni 1,Calamandrana,14042, Italy,€€,"Piedmontese, Traditional Cuisine","A friendly welcome awaits in this historic family restaurant serving authentic, traditional Piedmontese cuisine, where dishes such as peppers stuffed with tuna and anchovies, agnolotti monferrini (a type of ravioli), finanziera stew and bonet (a typical dessert) feature on the menu. At Violetta, you not only eat well, you’re also made to feel extremely welcome.","['Air conditioning', 'Car park', 'Terrace', 'Wheelchair access']","['Dinersclub', 'Mastercard', 'Visa']",+39 0141 769011,https://www.ristorantevioletta.com/,14042,44.73538994285714,8.3299259,Piemonte
Gabbiano 1983,piazza Vittorio Veneto 10,Castelleone,26020, Italy,€€,"Lombardian, Traditional Cuisine","Overlooking the main square of this small village in the Lower Po valley, this restaurant prides itself on its love for local, traditional specialities such as cured meats, stuffed marubini pasta, goose and boiled meat dishes, with many recipes having been handed down over the years. If you’d like to take some food or wine home with you, there’s a well-stocked shop at the entrance.","['Air conditioning', 'Interesting wine list', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 347 874 5100,https://www.gabbiano1983.it/,26020,45.30821290429448,9.752928014110429,Lombardia
Locanda Sensi,località Case Negri 116,Rivergaro,29029, Italy,€€,"Italian Contemporary, Modern Cuisine","We highly recommend this pleasant country restaurant run by friendly and enthusiastic staff, where the owner appears frequently in the dining room. The ambience is modern and comfortable, the outdoor dining area boasts typical views of the Piacenza hills, and – last but not least – the food is excellent! The options on the fine-dining menu range from regional specialities to fish-based dishes, as well as various delicacies cooked on the barbecue grill, such as pigeon breast (served with pigeon leg, marinated breast, offal and rice timbale). The wine selection is also excellent.","['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0523 182 0409,http://www.locandasensi.eu,29029,44.92728616153846,9.6194159,Emilia-Romagna
GioEle,via Mazzini 26,Stradella,27049, Italy,€€,"Classic Cuisine, Contemporary","Situated in the town centre, this colourful and discreetly elegant restaurant offers friendly and professional service. The classic cuisine served here is modern in style, offering a choice of meat and fish dishes as well as a convenient business lunch menu. In summer, tables are arranged outdoors on the terrace and in the small courtyard.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0385 43444,https://www.ristorantegioele.com/,27049,45.0734395475,9.301468945,Lombardia
Brindo,via Libertà 18,Cusago,20047, Italy,€,Lombardian,"The service is characterized by a cohesive and friendly team in welcoming guests to their small home. Brindo is an informal reality, where the cuisine is fun, engaging and more than simply territorial: raw foods, tartar and fish of the day are at the top!",['Air conditioning'],"['Amex', 'Mastercard', 'Visa']",+39 02 9039 4429,https://www.brindo.it,20047,45.447848,9.0345128,Lombardia
L'Insolita Trattoria Tre Soldi,via Gabriele d'Annunzio 4r/a,Firenze,50135, Italy,€€€€,Creative,"A long-established trattoria opened by a married couple in the 1950s and now run by their son Lorenzo who serves highly personalised cuisine with a focus on local ingredients. The dishes have amusing and entertaining names such as “Amici per la pelle” (“Friends for life”), “Non è un pomodoro” (“This isn’t a tomato”), and “Solo un chicco di caffè” (“Just one coffee bean”). In addition to a classic menu, an intriguing ""Unconventional Experience"" is offered, in which guests have to guess the ingredients of the dishes by following some clues.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 055 679366,https://insolitatrattoria.it/,50135,43.774672768181816,11.294938931818182,Toscana
I Salotti,Località Querce al Pino,Chiusi, Chiusi,53043,€€€€,Creative,"In summer, the outdoor spaces at this restaurant, such as the garden gazebo, are the perfect setting for a candlelit dinner in total harmony with nature, while in winter, the elegant dining room with just a few tables (book well in advance) really comes into its own. Creative cuisine prepared using produce from the restaurant’s own farm, plus a long-established wine cellar that has been extended over the years so that it now boasts over two thousand different labels from the region and elsewhere in Italy, many of them of the highest quality.","['Air conditioning', 'Car park', 'Garden or park', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Terrace', 'Wheelchair access']","['Amex', 'Unionpay', 'Dinersclub', 'Discover', 'Maestrocard', 'Mastercard', 'Visa']",+39 0578 274407,https://www.ilpatriarca.it/ristoranti/i-salotti-del-patriarca/, Chiusi,43.016515,11.9477359,Toscana
Vecchia Lama,via XXIV Maggio 24,Polinago,41023, Italy,€,"Emilian, Meats and Grills","Enjoy a friendly welcome and excellent food in this restaurant that only serves meat dishes. The focus is on mountain specialities from Emilia, as well as truffles in season. Dine alfresco on the terrace overlooking the garden in summer. House specialities include ricotta and nettle tortelloni with porcini mushrooms and the slightly more expensive Fiorentina steak cooked on a hot stone.",['Terrace'],"['Amex', 'Mastercard', 'Visa']",+39 0536 44662,https://www.ristorantevecchialama.it/,41023,44.36597086666667,10.761218883333333,Emilia-Romagna
Orto,contrada Tortorella,Monopoli,70043, Italy,€€,"Contemporary, Seasonal Cuisine","Orto is the restaurant of the delightful Nina Trulli resort. In its beautiful Mediterranean courtyard, enjoy personalised, well-presented dishes where meat and fish are balanced by the use of fruit and vegetables, many of which come from the restaurant’s own kitchen garden and orchard. Reservation strongly recommended.","['Brunch', 'Car park', 'Garden or park', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 080 222 6831,https://www.ortoilristorante.com,70043,40.94861802581967,17.29085864180328,Puglia
Il Convivio Troiani,vicolo dei Soldati 31,Roma,186, Italy,€€€€,Contemporary,"A long-established restaurant that was opened in the early 1990s by three brothers from the Marche: Angelo in the kitchen, and Giuseppe and Massimo front of house. Since then, this restaurant has become one of Rome’s leading restaurants thanks to its personalised cuisine with influences from Lazio and elsewhere in Italy, with more traditional dishes served alongside recipes reinterpreted with imagination, flair and the occasional bold twist. The excellent wine list boasts around 3 600 labels (wines and spirits), including fine vintages and a good selection of wines by the glass.","['Air conditioning', 'Interesting wine list']","['Amex', 'Mastercard', 'Visa']",+39 06 686 9432,https://www.ilconviviotroiani.it/,00186,41.89834398908163,12.47179806734694,Lazio
Venissa,fondamenta Santa Caterina 3,Venezia,30142, Italy,€€€€,"Country cooking, Contemporary","Far away from the tourist hordes, Venissa is situated in a small walled vineyard dating back to the Middle Ages – complete with 14C belltower – on the small island of Mazzorbo, a magical setting which is perfect for a short stroll before settling down to eat. In addition to the Dorona di Venezia vineyard, the restaurant also has a kitchen garden which provides most of its vegetables, including unusual varieties such as “castraure”, a type of local artichoke. Once out of the garden, you come to a small wooden bridge which links Mazzorbo to neighbouring Burano, where you can complete your visit to the lagoon by exploring the lacemakers’ shops and admiring the colourful local houses. The main focus here, however, is the cuisine – and excellent cuisine it is too! Chefs Chiara Pavan and Francesco Brutto describe their dishes as “ambientale” (environmental) because of the close connection between the lagoon and the Upper Adriatic: the menu features plenty of fish and vegetables and almost no meat. Guests choose their number of courses and the dishes come as a surprise, accompanied by organic wine pairings. At the Osteria Contemporanea next door the dishes are simpler but still full of flavour.","['Air conditioning', 'Garden or park', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 041 527 2281,https://www.venissa.it/,30142,45.4915727671875,12.4168924140625,Veneto
Villa Feltrinelli,via Rimembranza 38/40,Gargnano,25084, Italy,€€€€,"Creative, Contemporary","Villa Feltrinelli was the lakeside holiday home of the Milanese family of the same name, who chose this beautiful location on Lake Garda for its scenery of rugged mountains and its relaxing ambience. Today, over a century later, this beautiful setting is home to a luxury hotel and restaurant. Sip an aperitif on the lakeside, then move to the beautiful terrace or elegant dining room to enjoy Stefano Baiocco’s surprise tasting menu which features freshwater fish, seafood and the finest cuts of Italian meat, all expertly prepared and skilfully flavoured with different aromatic herbs. In short, this restaurant has it all – timeless appeal, striking architecture and breathtaking beauty.","['Air conditioning', 'Car park', 'Garden or park', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0365 798000,https://www.ristorantevillafeltrinelli.com/it/,25084,45.68805509634146,10.662595382520326,Lombardia
Il Desco,via Dietro San Sebastiano 7,Verona,37121, Italy,€€€€,Italian Contemporary,"For more than 40 years, this refined, elegant restaurant housed in a Renaissance-style palazzo in the heart of Verona and embellished with beautiful works of art has been the city’s “drawing room”, making it the perfect choice for a special occasion. The menu showcases renowned classic recipes created by talented chef Elia Rizzo, who has now been replaced by son Matteo in the kitchen. Most of the dishes are created by Matteo and have a light, fresh flavour (the scallops in a Mediterranean tandoori masala are superb), although there are also many of his father’s signature dishes on the menu, such as the memorable butter and mascarpone mousse served with bread at the beginning of the meal. The interesting “Capitolo 4” tasting menu explores traditional, regional flavours and includes some of the restaurant’s iconic dishes spanning the period from when it opened in 1982 to the current day.","['Air conditioning', 'Interesting wine list', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 045 595358,https://ristoranteildesco.it/,37121,45.44175980406345,10.996231336006083,Veneto
Il Bavaglino,via dei Mille 2/b,Terrasini,90049, Italy,€€€,"Creative, Contemporary","Although this restaurant now occupies new premises in an old building once used for salting fish, its style of cuisine (featured on three tasting menus, “Storie e passioni”, “Mura di Casa”, and the vegetarian “Erba Terra Foglie”, from which dishes can also be chosen à la carte style) remains unchanged. Inspired by regional traditions, chef Giuseppe Costa creates personalised and imaginative dishes that are influenced by local flavours and his past culinary experience, proving himself to be equally at ease with fish and meat options. Our inspector particularly recommends the local purple prawns, served raw with caviar and olives and a lemon and ginger coulis.","['Air conditioning', 'Restaurant offering vegetarian menus']","['Amex', 'Unionpay', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']",+39 091 868 2285,https://www.giuseppecosta.com,90049,38.14676135,13.079733883333333,Sicilia
San Baylon,via di Ripetta 232,Roma,186, Italy,€€€,Contemporary,"Not far from Piazza del Popolo and Rome’s most exclusive shopping streets, this restaurant is situated in the Palazzo Ripetta hotel, in what was once the refectory of a 17C convent. Today, the ambience here is more informal, with an almost bistro-like feel, while the cuisine is inspired by classic Italian dishes, including various grilled options among the main courses. Meals are served in the palazzo’s inner courtyard in fine weather.","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 06 322 2381,https://www.sanbaylon.com/,00186,41.89834398908163,12.47179806734694,Lazio
Degusteria del Gigante,via degli Anelli 19,San Benedetto del Tronto,63074, Italy,€€,"Country cooking, Cuisine from the Marches","Situated in the charming historic centre of the upper part of the town, right behind the Torre dei Gualtieri, this restaurant occupies a 19C building with 15C foundations. Regional cuisine skilfully reinterpreted with a modern twist takes pride of place on the menu, where the focus is on flavour and seasonal ingredients rather than a vast selection of dishes. House specialities include options such as boned caramelised rabbit served with its own jus (inspired by the better-known traditional Marche dish), while daily visits to the market usually result in one or two fish-based recipes.",['Terrace'],"['Amex', 'Dinersclub', 'Maestrocard', 'Mastercard', 'Visa']",+39 0735 588644,https://www.degusteriadelgigante.it/,63074,42.92739725,13.878786646208276,Marche
Abba,via Varesina 177,Milano,20156, Italy,€€€,"Contemporary, Creative","Situated in the Certosa district, this modern and minimalist-style restaurant boasts an open-view kitchen, where the chefs at work also serve and explain their dishes throughout the evening. The choice here is between two tasting menus, while at midday those with limited time can choose three individual courses from the menus, à la carte style. Whatever you choose, this is a restaurant that contributes new, interesting cuisine to the options available in Milan thanks to its creative, contemporary dishes. Excellent bread, plus definite hints of Puglia, chef Abbattista’s native region.","['Air conditioning', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 02 8568 9735,https://ristoranteabba.com/,20156,45.49964909952381,9.142695073809524,Lombardia
Luigi Pomata,viale Regina Margherita 18,Cagliari,9124, Italy,€€€,Seafood,"This famous classic restaurant in Cagliari serves top-quality cuisine in its modern dining rooms and on an outdoor terrace. The menu features interesting reinterpretations of Sardinian dishes among other options, including their own tuna (the house speciality), which is also available in tins to take away.","['Air conditioning', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 070 672058,https://luigipomata.com/,09124,39.217378488135594,9.113935673446328,Sardegna
Paolo Griffa al Caffè Nazionale,piazza Emile Chanoux 9,Aosta,11100, Italy,€€€€,"Creative, Italian Contemporary","This historic, centrally located restaurant (and adjacent bar) overlooking the main square in Aosta has been brought back to life by enthusiastic young chef Paolo Griffa, who offers two tasting menus or à la carte.  His cuisine is colourful, balanced and contemporary in style, with particular attention paid to harmonious flavours and beautiful presentation. Excellent service and an extensive selection of wines complete the picture.","['Interesting wine list', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0165 525356,https://www.paologriffa.com/,11100,45.73821050463577,7.31840487218543,Valle d'Aosta
Glicine,via Mauro Comite 9,Amalfi,84011, Italy,€€€€,"Mediterranean Cuisine, Italian Contemporary","Situated just outside Amalfi with the elegant Mediterranean landscapes of the Amalfi Coast as a backdrop, this fine-dining restaurant at the beautiful Santa Caterina hotel is perched above the sea and boasts stunning views and a tranquil ambience. Talented chef “Peppe” Stanzione from Salerno is at the helm here, having gained experience in renowned Michelin-starred restaurants in places as far afield as California, Australia, China and Thailand. While his passion for Asia is obvious in some dishes, it is the flavours and recipes of Campania that are to the fore, combined with other more exotic influences. Examples include the delicious tuna cooked in an infusion of sake and soy sauce and accompanied by smoked aubergine cream topped with crispy saffron onions and yuzu. There’s also a good choice of vegan, vegetarian and gluten-free dishes.","['Air conditioning', 'Car park', 'Great view', 'Restaurant offering vegetarian menus', 'Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Maestrocard', 'Mastercard', 'Visa']",+39 089 871012,https://www.hotelsantacaterina.it/ristoranti-e-bar/ristorante-glicine/,84011,40.634499678125,14.599636396875,Campania
Locanda Perbellini al Mare,Bovo Marina,,92010, Italy,€€,"Sicilian, Contemporary",Enjoy imaginative Sicilian dishes created by multi-starred Michelin chef Perbellini in this beach restaurant that was once a family-run trattoria. The delightful natural setting acts as the perfect backdrop for Giancarlo’s original and exciting cuisine.,"['Car park', 'Great view', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 347 922 1759,https://www.locandaperbellinialmare.it/,92010,36.89485698648649,13.145219494594595,
Millo Ristorante,via Garibaldi 4,Santa Teresa Gallura,7028, Italy,€€,"Sardinian, Traditional Cuisine",An attractive restaurant serving reasonably priced fish and seafood (try the delicious squid with an orange and chicory sauce). There’s also a charming summer terrace from which to watch the town’s bustling nightlife.,['Terrace'],"['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0789 754789,http://www.milloristorante.it,07028,41.23912238123712,9.190544653505153,Sardegna
Sabir,via delle Ginestre 1,Zafferana Etnea,95019, Italy,€€€,Creative,"Colourful Mediterranean cuisine with the occasional creative twist, yet always based on local specialities. This attractive restaurant takes its name from an old dialect once in use in the ports of the Mediterranean – a sort of Esperanto for sea merchants. In summer, ask for one of the tables in the cool and romantic garden.","['Air conditioning', 'Garden or park', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 095 708 2335,https://www.sebysorbello.it/,95019,37.6932846,15.1064599,Sicilia
Zash,SP 2 I/II 60,Riposto,95018, Italy,€€€€,Creative,"Once through the entrance gate, make your way through an orchard planted with citrus trees to get to this restaurant occupying a charming, carefully restored 19C “palmento” (a building once used for fermenting wine) that has retained its magical and romantic atmosphere. Here, Giuseppe Raciti’s top-quality cuisine is showcased on themed tasting menus from which dishes can also be chosen à la carte. The chef’s recipes are full of references to the island, as well as personal influences which he describes as “ricordi, viaggi, esperienze” (memories, travels, experiences). Elegant guestrooms dotted around the property add to the appeal of this truly idyllic property.","['Car park', 'Garden or park', 'Interesting wine list', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 095 782 8932,https://www.zash.it/,95018,37.7041746,15.1993938,Sicilia
SaQua by Il Frantoio,viale Vittorio Veneto 40,Riparbella,56040, Italy,€€,"Tuscan, Contemporary","This restaurant, previously known simply as “Il Frantoio”, now has new out-of-town premises but any regret you may have at leaving the town centre will soon disappear, thanks to the wide range of modern Tuscan dishes prepared by the chefs in the new, larger kitchen. A further attraction is the outdoor space which boasts beautiful sunset views in summer.","['Air conditioning', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0586 650381,http://www.saqua.it,56040,43.40580884311926,10.626773426605505,Toscana
Nida,via Nicola Barbantini 338,Lucca,55100, Italy,€€,Japanese,"Located outside the city centre about 1km from the city walls, this restaurant is home to chef Masaki Kuroda (the owner of Serendipico in Capannori) who serves traditional Japanese cuisine inspired by memories of his childhood. Dishes include osashimi (raw fish), nigiri, the famous gyoza dumplings, and ramen made with a pork broth typical of his home in southern Japan. At lunchtime, there’s an excellent Japanese teishokuset menu. All you have to do is choose your main course, which is then served with other delicacies chosen by the chef.","['Counter dining', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 375 648 6320,http://www.serendepico.com/nida,55100,43.847980268825914,10.506655691497976,Toscana
Ristorante Alpes & La FuGa,via Ronco 24,Sarentino,39058, Italy,€€€,"Modern Cuisine, Innovative","At this restaurant, choose between three tables in the elegant, contemporary-style purple Stube, and another three in the more rustic, historic and romantic Stube. Wherever you choose to sit, you’ll enjoy creative, sophisticated dishes that will particularly appeal to anyone keen on innovative and imaginative cuisine. At the helm, chef Mattia Baroni has an unusual background, having moved from computer studies to working in renowned restaurants around the world.","['Car park', 'Garden or park', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Mastercard', 'Visa']",+39 0471 623048,https://www.bad-schoergau.com/it/food/,39058,46.69535665,11.387392520694535,Trentino-Alto Adige
Del Fagioli,corso Tintori 47 r,Firenze,50122, Italy,€,Tuscan,"This historic Florentine trattoria now has a slightly new look, with the open-view kitchen visible as soon as you enter the restaurant. The friendly and welcoming ambience here makes it a popular choice, so booking ahead is highly recommended. Delicious, authentic cuisine is to the fore, including delicious Florentine steaks and other classic favourites.",['Air conditioning'],['Visa'],+39 055 244285,,50122,43.77081693064516,11.25933825860215,Toscana
Vescovado,piazzale Rosselli,Noli,17026, Italy,€€€€,"Ligurian, Modern Cuisine","The Ricchebuono family has long been renowned for their excellent cuisine and warm welcome, and now that the couple’s two enthusiastic children have joined their parents at the restaurant, this is truer than ever. Father Giuseppe is the pivot here, a skilful and precise chef who creates elegant and minimalist cuisine from delicious local ingredients, such as fish from Noli which is listed on the menu in dialect (for example, “cicetta” is monkfish). His son and daughter work front of house alongside their mother, with Martina supervising the wine list (subdivided into three sections – Liguria; the rest of the world; wines available by the glass), while her brother Elia is responsible for the cheese trolley, which features exclusively regional cheeses. In season, dine on the splendid panoramic terrace overlooking the small bay in Noli. Guestrooms are also available in the 15C Palazzo Vescovile which is the setting for the restaurant.","['Interesting wine list', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 019 749 9059,https://www.ricchebuonochef.it/,17026,44.20783168571429,8.4118004,Liguria
Osteria dai Mazzeri,via Pallade 18,Follina,31051, Italy,€€,"Venetian, Traditional Cuisine","Once the town hall of Follina, this building dating from 1704 is now home to a restaurant run by two brothers who serve delicious regional and seasonal cuisine here (in winter, don’t miss the spit-roasted chicken, veal or pork cooked according to local tradition). A beautiful mulberry tree, the old symbol of the village that was once involved in the silk industry, graces the outdoor dining space.","['Air conditioning', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 0438 971255,https://www.osteriadaimazzeri.com/,31051,45.951909693333334,12.12931126,Veneto
Coppola Rossa,via Maddalena 28,Manfredonia,71043, Italy,€€,Seafood,"Situated in the historic centre not far from the sea, this typical family - run restaurant specialises in fish and seafood. There is an antipasto buffet and a good choice of fish, as well as an open - view grill used in winter for cooking meat dishes.","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0884 582522,https://www.coppolarossamanfredonia.it/,71043,41.62744963181818,15.918630640909091,Puglia
Il Colmetto,via Finilnuovo 9,Sale Marasino,25050, Italy,€€€,"Seasonal Cuisine, Farm to table","A true gourmet agriturismo, Il Colmetto changes its menu almost week by week in line with the changing seasons. Full of flavour, the ingredients here (many of which are produced on the property, while others are sourced locally) are cooked with precision, avoiding overly fussy and complicated techniques. Instead, the focus is on good, honest cuisine with its roots in peasant traditions, in which the aim is to create comforting dishes that will appeal to the palate. The barbecued specialities, such as the sweetbreads and the excellent Jerusalem artichokes, are particularly delicious, while the superb goats’ milk butter, served soft and fluffy as a cloud with bread and focaccia, is truly delicious – its only drawback is that it can be addictive!","['Air conditioning', 'Car park', 'Restaurant offering vegetarian menus', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 030 681 1292,https://www.ilcolmetto.it,25050,45.69109607056604,10.136857063396226,Lombardia
[bu:r],via Giuseppe Mercalli 22,Milano,20122, Italy,€€€€,"Creative, International","Eugenio Boer offers a 100% Italian menu which focuses on local ingredients, with the aim of showcasing some of Italy’s favourite traditional dishes while at the same time supporting small-scale producers. However, this philosophy is in no way limited to respecting traditions – on the contrary, it offers the chef the freedom to express his own creativity via a selection of dishes which combine past and present. As a result, guests can choose between a concise à la carte and three different tasting menus: “I Classici” (meat-based dishes); “Lo Stagionale” (fish and seasonal ingredients); and “Per mano...”, a menu which changes depending on the chef’s creative inspiration. In short, a flexible approach which offers guests a culinary experience that will certainly make an impression!","['Air conditioning', 'Restaurant offering vegetarian menus', 'Wheelchair access']","['Amex', 'Unionpay', 'Discover', 'Maestrocard', 'Mastercard', 'Visa']",+39 02 6206 5383,http://www.restaurantboer.com,20122,45.461439434903475,9.19588295142857,Lombardia
Alex,via Versilia 157/159,Pietrasanta,55045, Italy,€€€,"Mediterranean Cuisine, Italian","Modern, personalised dishes with something for everyone and a careful balance between meat and fish options. The three tasting menus showcase the chef’s culinary philosophy, all served in a trendy atmosphere with an ethnic touch. The wine list is one of the restaurant’s highlights, featuring an excellent selection of international labels, all of which can be purchased at the wine bar.","['Air conditioning', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0584 746070,https://www.ristorantealex.eu,55045,43.95225521057692,10.226950223076923,Toscana
20 Posti,via della Murina 4/a,Empoli,50053, Italy,€€€,"Contemporary, Mediterranean Cuisine","A small bistro-style restaurant with an evening lounge bar, situated in a narrow alleyway in the town centre. The young team here serve imaginative Mediterranean meat and fish dishes prepared from an array of carefully chosen ingredients.","['Air conditioning', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0571 152 0082,http://ristorante20posti.it,50053,43.718454666086956,10.95829371347826,Toscana
Cortile Spirito Santo,via Salomone 21,Siracusa, Syracuse,96100,€€€,"Creative, Modern Cuisine","Situated near the castle at the southernmost point of Ortigia, this restaurant is part of the Palazzo Salomone Luxury Suites and is one of the most elegant places to eat in Siracusa. Here, Giuseppe Torrisi prepares creative, technically expert and authentically Sicilian cuisine, which is typical of the island’s elaborate, Baroque soul. It is also a feast for the senses thanks to its exciting, intense and often unforgettable flavours. Our inspector recommends the daily fish specialities (usually snapper, sea bass or other species caught by local fishermen) served with a seasonal accompaniment such as asparagus or peas in spring, and a coulis of yellow Scicli tomatoes. On the wine list, we recommend trying one of the local labels from either Etna or the west coast of Sicily, such as De Bartoli’s Terzavia VS Brut.","['Air conditioning', 'Interesting wine list', 'Terrace']","['Amex', 'Dinersclub', 'Maestrocard', 'Mastercard', 'Visa']",+39 0931 181 5404,http://www.cortilespiritosanto.com, Syracuse,37.0646139,15.2907196,Sicilia
1908,via Paese 18,Renon,39054, Italy,€€€€,"Creative, Contemporary","The name of this restaurant refers to the year in which the hotel in which it is located (the Park Hotel Holzner) was opened, while the design is a nod to the Liberty style of the period. Despite this, both the ambience and the cuisine bear the modern and imaginative hallmark of Stephan Zippl. Paying careful attention to sustainability, this chef selects the best regional produce for his dishes – even the Wagyu beef is raised in the chef’s native Renon region. This strong connection with the Alto Adige is also evident on the excellent wine list, which features almost 400 labels from the region and provides perfect pairings for the chef’s tasting menu. Other options include non-alcoholic drinks such as apple juice and alcohol-free cocktails.","['Car park', 'Interesting wine list']","['Amex', 'Mastercard', 'Visa']",+39 0471 345232,https://www.restaurant1908.com/,39054,46.5629355,11.441434954745159,Trentino-Alto Adige
Scaraboci,via XX Settembre 27,Marciana Marina,57033, Italy,€€,"Creative, Seafood","Located just a few metres from the enchanting seafront at Marciana, this restaurant is one of the island’s gastronomic gems, offering a menu that features interesting combinations of beautifully presented meat and especially fish dishes There’s also a private terrace for romantic dining in summer (book well in advance) and although wines are not available by the glass, choosing a top-quality half-bottle is always an option.","['Air conditioning', 'Interesting wine list']","['Dinersclub', 'Mastercard', 'Visa']",+39 0565 996868,,57033,42.8040281310559,10.198051332712215,Toscana
La Corte,via Roma 24,Follina,31051, Italy,€€€,Modern Cuisine,"Nel lussuoso hotel Villa Abbazia, gli ambienti sontuosi impreziositi da camino, affreschi e decorazioni d'epoca, e l'altrettanto elegante servizio all'aperto per la bella stagione sono la cornice ideale per la cucina di Giuseppe Francica, giovane cuoco quasi allevato in casa. Declinata in menù vegetariano o degustazione scomponibili anche in piatti alla carta, la proposta dello chef è fresca, colorata, con erbe e verdure dall'orto di proprietà e materie prime provenienti da fidati produttori per lo più locali. Ottima scelta enoica con particolare passione per il Riesling. Il risultato è un'esperienza serale a tutto tondo, completata dal bistrot per una sosta più informale a pranzo.","['Air conditioning', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0438 971761,https://www.lacortefollina.com/,31051,45.951909693333334,12.12931126,Veneto
Don Geppi,corso Marion Crawford 40,Sant'Agnello,80065, Italy,€€€€,Creative,"There are just five tables at this restaurant in the Majestic Palace Hotel, where the plant-themed decor on the walls echoes the romantic views through the window of one of the most beautiful gardens on the coast. Here, citrus and olive trees (including a thousand-year-old olive tree) are planted alongside a kitchen garden where many of the vegetables used in the dishes served here are grown. Chef Mario Affinita delights guests with his three tasting menus inspired by the region of Campania and his experience abroad. The end result is elaborate, technical and precise cuisine that is more than equal to the superb setting in which it is served.","['Air conditioning', 'Car park', 'Interesting wine list']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 081 807 2050,https://www.dongeppi.com,80065,40.631075512631575,14.398161709473685,Campania
Antico Albergo,via Dante Alighieri 18,Pioltello,20096, Italy,€€,"Italian, Classic Cuisine","With its exposed bricks and beams, this restaurant housed in an 18C building has a historic feel. Delightful wisteria-shaded summer terrace, plus a menu featuring fish dishes and more creative options alongside traditional specialities from Lombardy.","['Air conditioning', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 02 926 6157,https://www.anticoalbergo.it,20096,45.494615936333936,9.326398995317604,Lombardia
L'Argine a Vencò,Località Vencò 15,Gradisca d'Isonzo,34070, Italy,€€€€,"Country cooking, Creative","This perfectly restored old mill is home to a chef who creates original cuisine that demonstrates her connection with her region and showcases ingredients grown in the restaurant’s own kitchen garden, especially the aromatic herbs that are a characteristic feature of many of the dishes served here. Antonia Klugmann’s house stands in attractive unspoilt scenery near the Slovenian border and in the middle of two major wine-producing areas, namely the Colli Orientali del Friuli and the better-known Collio, both of which are well represented on the extensive wine list.","['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0481 199 9882,https://www.largineavenco.it/,34070,45.88955586854139,13.497825422864143,Friuli-Venezia Giulia
